player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Tuli Tuipulotu,131840,ED,LAC,16,9,2,71.4,0,2,27,1,0,36.1,68.2,88.8,74.4,57.6,32.9,13,44,0,0,11,27.7,13,0,0,85.4,5,13,0,16,0,42,735,715,0,11,651,53,0,20,422,271,4,32,25,8,7,70,0,40,28,8.0
Connor O'Toole,131869,ED,SEA,4,0,0,,0,0,29,0,0,60.0,62.9,76.3,53.8,64.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,28,28,0,0,28,0,0,0,7,20,0,0,0,0,0,0,0,0,0,
Carson Bruener,131889,LB,PIT,2,0,0,,0,0,25,0,0,60.0,61.6,64.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Cooper McDonald,131903,ED,KC,5,2,0,50.0,0,0,16,0,0,47.5,60.7,78.3,52.8,70.0,30.5,0,0,0,0,23,25.0,2,0,0,91.7,1,0,0,22,0,18,58,32,0,0,32,0,0,26,4,36,3,3,4,1,2,0,0,23,5,23.0
Chau Smith-Wade,131956,CB,CAR,16,8,0,82.0,3,0,5,0,0,57.2,58.1,84.3,53.2,59.9,76.3,0,2,1,1,25,7.9,5,1,3,98.8,41,0,0,117,37,393,626,7,0,0,7,0,99,619,10,223,366,20,50,1,50,2,1,405,206,9.9
Jaylen Watson,131960,CB,KC,15,12,0,59.3,1,0,16,0,0,68.4,74.1,87.8,79.9,83.5,77.1,0,3,0,2,39,5.8,4,3,5,69.0,35,2,0,73,744,511,867,41,0,0,41,0,1,826,15,341,8,19,53,1,59,5,0,447,173,12.8
CJ Ravenell,134584,DI,TEN,14,5,0,,0,1,31,0,0,60.0,43.1,27.4,49.3,49.7,54.2,0,0,0,0,,9.1,1,0,1,0.0,0,0,0,0,0,0,97,97,2,88,1,6,0,0,39,58,0,2,5,1,0,0,0,0,0,
Sam Webb,134606,CB,CLV,6,2,0,61.5,1,0,8,1,1,59.0,57.1,0.0,,60.5,29.6,0,0,0,0,21,27.3,3,1,3,113.8,8,0,0,7,128,87,137,0,0,0,0,0,0,137,0,50,2,3,6,0,13,0,2,65,19,8.1
Keondre Jackson,138208,S,BLT,1,0,0,,0,0,3,0,0,60.0,61.2,60.4,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Isaiah Davis,138299,HB,NYJ,1,0,0,,0,0,22,0,0,,60.0,60.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Keyon Martin,138344,CB,BLT,11,0,0,73.3,0,0,3,0,0,59.8,53.4,0.0,79.2,29.7,67.0,0,2,0,0,12,11.1,2,1,2,104.0,11,1,0,16,1,93,144,12,0,0,12,0,0,132,10,41,114,9,16,0,15,3,1,67,54,6.1
Elijah Williams,138526,DI,MIN,7,2,0,,0,0,18,0,0,,53.7,77.6,60.0,52.8,42.3,0,1,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,42,42,0,31,6,5,0,0,14,28,0,2,3,0,0,1,0,0,0,
Micah Robinson,139042,CB,TEN,2,2,0,50.0,0,0,31,0,0,68.4,70.6,77.2,,72.2,53.6,0,0,0,0,29,12.5,1,1,0,79.6,5,0,0,8,53,43,66,0,0,0,0,0,0,66,0,23,5,1,5,1,10,0,0,86,13,17.2
Myles Harden,141857,CB,CLV,16,6,0,74.2,1,0,8,0,0,44.8,48.7,83.9,91.0,57.1,29.7,1,1,0,0,40,24.5,12,3,6,116.7,46,0,0,51,40,339,529,5,0,0,5,0,5,524,5,185,428,14,31,2,62,2,5,385,259,8.4
Teddye Buchanan,142172,LB,BLT,14,27,0,75.6,0,0,3,0,0,49.8,59.9,84.6,55.2,70.8,75.9,1,8,0,0,26,8.6,8,1,0,100.6,31,1,0,547,0,312,652,74,0,0,74,0,1,578,52,288,30,23,58,4,41,10,1,269,173,8.7
Malik Mustapha,142358,S,SF,12,18,0,66.7,0,0,28,0,0,61.7,64.5,85.4,75.3,65.6,59.6,1,1,0,1,44,14.9,13,1,0,85.0,18,0,0,240,1,428,697,7,0,0,7,0,396,690,6,263,53,18,56,3,27,2,1,197,58,10.9
Elijah Ponder,142819,ED,NE,15,3,0,100.0,0,0,19,1,0,54.9,54.4,85.2,56.9,52.3,61.0,2,9,0,0,17,9.1,1,0,0,118.8,1,4,0,16,0,11,215,197,0,0,196,1,0,18,134,70,2,8,7,0,1,15,0,17,6,17.0
Donovan Ezeiruaku,143824,ED,DAL,17,13,0,,0,1,9,0,0,88.7,73.2,62.8,66.8,62.9,37.9,12,22,0,0,,20.8,11,0,2,0.0,0,2,1,6,0,31,603,595,0,11,580,4,0,8,343,229,2,24,29,7,0,36,0,0,0,
Brandon Johnson,143858,S,PHI,2,0,0,,0,0,24,0,0,55.3,57.5,72.5,,64.7,27.9,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,6,0,16,28,0,0,0,0,0,18,28,0,12,4,0,1,0,0,0,0,0,0,
Joshua Farmer,143880,DI,NE,13,6,1,,0,0,19,1,0,60.7,48.9,57.2,53.3,49.9,75.6,0,7,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,224,224,2,143,34,45,0,0,128,96,0,4,8,1,0,7,0,0,0,
Kevin Knowles II,143885,CB,KC,6,0,1,33.3,0,0,16,0,0,50.1,54.3,78.5,63.5,69.1,48.5,0,1,0,0,13,16.7,1,1,0,42.4,4,0,0,3,1,57,83,3,0,0,3,0,1,80,8,18,74,2,5,0,12,1,0,22,16,5.5
Zeek Biggers,143903,DI,MIA,9,10,0,,0,0,17,0,0,66.0,44.0,84.3,45.7,45.0,40.9,1,5,0,0,,14.3,3,0,0,0.0,0,2,0,0,0,2,214,214,9,129,43,33,0,0,135,77,0,7,8,0,0,8,0,0,0,
Kamren Kinchens,143946,S,LA,17,23,0,91.2,0,0,26,2,0,75.0,72.0,56.7,64.2,63.8,63.1,2,3,0,2,33,12.5,12,4,1,103.8,31,0,0,178,0,574,842,27,0,0,27,0,588,815,10,258,49,19,61,0,34,5,3,263,76,8.5
Brashard Smith,143951,HB,KC,1,0,0,,0,0,16,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Leonard Taylor III,143953,DI,NE,5,3,1,,0,0,19,0,0,60.0,59.3,80.4,66.8,53.0,73.2,1,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,99,99,4,85,0,10,0,0,44,55,0,4,8,1,0,4,0,0,0,
James Williams,143955,LB,TEN,4,3,0,80.0,0,0,31,0,0,52.9,60.8,74.7,64.7,69.7,51.5,0,1,0,0,18,15.8,3,0,0,91.3,8,1,0,61,0,48,79,7,0,0,7,0,1,72,6,25,10,9,13,2,10,2,0,59,62,7.4
Barrett Carter,144109,LB,CIN,16,34,0,86.8,0,0,7,0,0,35.5,39.5,86.0,48.0,50.1,45.0,1,8,0,1,44,14.8,18,3,0,115.3,59,0,0,675,4,417,792,52,0,0,52,0,0,740,38,337,61,31,70,1,68,9,2,733,481,12.4
Andrew Mukuba,144129,S,PHI,11,10,0,76.2,1,0,24,0,0,46.9,57.6,89.3,78.4,81.0,51.4,0,0,0,2,77,12.8,6,2,1,117.7,16,1,0,119,0,432,672,0,0,0,0,0,487,672,2,238,66,14,31,1,21,1,3,308,197,19.3
Payton Page,144131,DI,NYJ,4,2,0,,0,0,22,0,0,60.0,58.0,78.6,62.7,55.2,71.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,61,61,8,47,0,6,0,0,20,41,0,1,4,0,0,1,0,0,0,
Jeremiah Trotter Jr.,144142,LB,PHI,6,5,0,100.0,0,0,24,0,0,68.5,82.1,75.7,90.8,74.7,40.8,2,1,0,0,5,17.6,3,0,0,80.6,3,0,0,81,0,36,88,0,0,0,0,0,0,88,5,47,7,6,9,1,3,3,0,10,20,3.3
Nate Wiggins,144143,CB,BLT,17,6,0,59.8,0,0,3,0,0,62.8,63.8,89.0,54.7,63.9,60.6,0,0,0,3,40,11.8,10,9,5,73.0,61,0,0,44,947,690,1029,9,0,0,9,0,0,1020,2,337,29,15,69,2,102,0,2,656,188,10.8
Ashton Gillotte,144154,ED,KC,17,8,0,100.0,1,0,16,0,0,59.0,58.5,89.7,48.7,66.7,59.9,5,16,0,1,34,8.6,3,0,1,79.2,2,3,0,3,0,22,485,481,13,42,372,54,0,4,267,196,1,16,24,3,2,24,0,41,40,20.5
Rayuan Lane III,144326,S,JAX,11,1,0,66.7,0,0,15,1,0,57.6,61.2,80.8,51.0,76.9,32.9,0,0,0,0,14,25.0,2,1,0,75.0,4,0,0,19,0,97,117,3,0,0,3,0,87,114,4,16,8,2,5,2,6,0,0,25,21,6.3
Keith Cooper Jr.,144409,DI,CLV,1,0,0,,0,0,8,0,0,,60.0,61.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Cobee Bryant,144575,CB,ATL,6,1,0,85.7,0,0,2,0,0,38.1,40.4,79.2,,55.1,56.5,0,0,0,0,45,15.4,2,0,1,142.6,12,0,0,8,90,68,102,0,0,0,0,0,0,102,0,34,4,4,10,1,14,0,1,196,21,16.3
Danny Stutsman,144632,LB,NO,13,6,0,90.0,0,0,20,0,0,62.7,71.5,80.7,56.6,74.5,59.5,0,2,0,0,10,12.2,5,0,0,89.6,9,0,0,186,0,87,204,10,0,0,10,0,0,194,13,104,8,13,30,1,10,2,0,55,45,6.1
Ethan Downs,144636,ED,KC,1,0,0,,0,0,16,0,0,,59.8,74.9,52.5,64.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,11,11,0,0,11,0,0,0,6,5,0,0,0,0,0,0,0,0,0,
Billy Bowman Jr.,144638,CB,ATL,6,6,0,66.7,0,1,2,0,0,52.7,49.9,80.8,70.8,36.4,36.1,0,3,0,1,54,21.9,7,1,1,75.8,20,2,0,57,1,188,300,9,0,0,9,0,0,291,13,99,233,6,19,0,30,5,0,231,143,11.6
Collin Oliver,144664,ED,GB,1,0,0,,0,0,12,0,0,75.7,54.9,76.4,53.5,47.8,27.5,2,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,1,31,31,0,1,30,0,0,0,17,13,0,1,1,1,0,2,0,0,0,
Nickolas Martin,144667,LB,SF,2,1,0,100.0,0,0,28,0,0,47.9,50.2,69.9,60.0,61.9,78.9,0,0,0,0,28,0.0,0,0,0,117.7,4,0,0,9,0,10,15,2,0,0,2,0,0,13,1,4,4,1,4,0,4,0,0,49,24,12.3
Barryn Sorrell,144739,ED,GB,13,5,0,100.0,1,0,12,1,0,64.9,56.7,50.9,54.1,61.2,68.4,1,3,0,0,6,6.7,1,0,1,91.7,1,2,0,0,0,7,178,178,0,4,130,44,0,0,111,60,0,7,9,1,1,6,0,6,1,6.0
Cooper DeJean,144867,CB,PHI,16,20,0,62.7,4,1,24,0,0,78.6,77.0,47.1,59.3,71.8,65.4,1,5,0,2,50,11.1,11,13,6,77.3,52,0,0,126,226,612,1038,27,0,0,27,0,1,1011,24,402,657,25,68,4,83,6,1,579,293,11.1
Dante Trader Jr.,144900,S,MIA,16,10,0,88.9,0,0,17,0,0,52.8,59.0,82.2,38.1,80.2,54.0,0,3,0,0,42,16.7,9,1,1,130.8,16,0,0,129,2,255,420,3,0,0,3,0,201,417,10,155,84,8,35,1,18,3,1,197,135,12.3
Chop Robinson,144901,ED,MIA,15,3,0,100.0,2,1,17,0,0,54.4,54.8,31.9,59.4,59.0,41.7,1,14,0,0,17,21.7,5,0,4,144.8,4,4,0,0,0,26,417,417,0,9,402,6,0,0,241,150,0,15,15,2,4,19,1,37,7,9.3
Kendell Brooks,144946,S,TEN,5,3,0,100.0,0,0,31,0,0,59.1,61.2,81.4,56.6,65.2,34.9,0,0,0,0,23,23.8,5,0,0,145.8,4,0,0,38,1,94,154,2,0,0,2,0,104,152,2,58,9,5,13,0,4,0,1,38,13,9.5
Derrick Harmon,144962,DI,PIT,12,5,1,,0,0,25,1,0,60.3,53.3,71.1,55.2,53.0,46.6,1,17,0,0,,12.0,3,0,1,0.0,0,4,0,0,0,1,446,446,11,246,29,160,0,0,283,162,0,13,17,0,0,22,0,0,0,
Austin Booker,144990,ED,CHI,10,8,3,,1,1,6,0,0,76.4,61.8,25.0,66.4,57.9,52.4,8,16,0,0,,12.1,4,0,5,0.0,0,5,0,2,0,5,520,517,0,7,501,9,0,3,323,192,1,16,21,1,0,29,0,0,0,
Jordan Hancock,145067,S,BUF,10,6,0,60.0,0,0,4,0,0,66.4,70.2,79.6,65.6,68.0,58.7,0,1,0,0,13,14.3,2,1,0,72.9,3,0,0,25,4,117,150,4,0,0,4,0,112,146,2,31,4,2,6,0,5,1,0,25,22,8.3
Denzel Burke,145070,CB,ARZ,15,9,0,63.0,1,0,1,0,0,61.2,55.6,56.8,58.5,35.4,34.5,0,0,0,3,32,20.3,12,5,6,81.6,34,0,0,88,585,402,679,2,0,0,2,0,2,677,1,276,2,13,38,2,54,0,3,410,123,12.1
Jack Sawyer,145071,ED,PIT,17,6,1,80.0,2,0,25,0,0,35.4,51.4,41.5,59.7,60.5,55.8,5,9,0,2,29,9.1,2,0,2,112.5,8,1,0,7,0,40,295,277,0,0,276,1,0,18,157,98,10,11,14,2,10,15,1,140,61,17.5
JT Tuimoloau,145074,ED,IND,12,5,0,100.0,0,0,14,0,0,52.5,60.6,56.5,63.3,60.2,61.8,6,8,0,0,17,16.7,2,0,1,118.8,1,0,0,0,0,7,215,214,2,28,162,22,0,1,130,78,1,4,5,1,1,14,0,17,0,17.0
Michael Hall Jr.,145076,DI,CLV,9,1,0,,0,0,8,0,0,59.1,41.4,82.4,62.6,30.8,56.5,1,5,0,0,,10.0,1,0,0,0.0,0,2,0,4,0,2,178,174,0,111,1,62,0,4,97,79,0,8,8,1,0,8,0,0,0,
Tyleik Williams,145080,DI,DET,17,4,3,,0,0,11,0,0,59.7,62.1,86.1,68.3,53.8,64.2,1,17,0,0,,4.8,1,0,0,0.0,0,1,0,2,0,1,446,444,4,368,1,71,0,2,225,220,0,12,16,2,0,19,0,0,0,
Kobe King,145097,LB,NYJ,2,1,0,,0,0,22,0,0,60.0,77.4,63.4,,72.2,71.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,1,4,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,
Jaylen Reed,145100,S,HST,3,4,0,100.0,0,0,13,1,0,61.1,65.6,75.8,59.1,73.5,69.0,0,0,0,0,44,7.7,1,0,0,118.8,9,0,0,30,0,48,73,0,0,0,0,0,18,73,1,24,25,3,8,0,9,0,0,119,84,13.2
Alijah Clark,145141,S,DAL,4,2,0,,0,0,9,0,0,35.4,33.8,75.0,60.0,62.8,86.9,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,4,0,25,40,0,0,0,0,0,35,40,1,14,1,0,7,0,0,0,0,0,0,
Thomas Incoom,145694,ED,CAR,8,1,0,,0,0,5,0,0,60.8,54.0,75.7,55.8,53.7,71.9,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,25,25,0,0,24,1,0,0,13,11,0,0,0,0,0,2,0,0,0,
Devontez Walker,145773,WR,BLT,1,0,0,,0,1,3,0,0,,60.0,60.0,60.0,,70.6,0,0,0,0,,,0,0,1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,
Bo Richter,145962,ED,MIN,10,2,0,66.7,0,0,18,0,0,71.9,61.1,78.0,56.6,56.2,73.9,0,0,0,0,18,0.0,0,1,0,88.2,2,0,0,0,0,6,53,51,0,0,51,0,0,2,12,35,1,1,1,0,3,0,0,22,21,11.0
Johnathan Baldwin,146214,S,GB,1,3,0,100.0,0,0,12,0,0,60.7,67.6,76.9,,73.5,85.1,0,0,0,0,18,0.0,0,0,0,118.8,2,0,0,20,0,38,66,0,0,0,0,0,40,66,0,28,6,2,5,0,2,0,0,27,2,13.5
B.J. Green II,146277,ED,JAX,11,2,0,100.0,2,0,15,0,0,53.7,59.0,80.7,54.0,74.0,63.6,0,4,0,0,1,12.5,1,0,2,79.2,1,2,0,0,0,7,105,105,0,0,103,2,0,0,80,18,0,4,5,0,1,6,0,1,0,1.0
Oluwafemi Oladejo,146302,ED,TEN,6,6,0,100.0,0,0,31,0,0,40.9,48.4,84.7,52.4,53.7,67.7,2,5,0,0,15,7.1,1,0,0,99.3,6,0,0,10,0,36,241,227,0,1,222,4,0,14,90,115,4,4,7,2,6,7,0,47,28,7.8
Nikko Reed,146321,CB,LAC,5,0,0,20.0,0,0,27,0,0,78.7,71.6,76.4,59.1,39.5,26.6,0,0,0,0,8,50.0,1,1,0,39.6,1,0,0,2,6,40,50,1,0,0,1,0,0,49,1,9,41,0,1,0,5,0,0,8,9,8.0
Carson Schwesinger,146401,LB,CLV,16,38,0,88.9,0,0,8,0,0,63.0,75.3,64.9,70.8,81.5,69.8,6,9,0,2,42,10.6,17,1,1,97.8,40,3,0,903,3,475,958,30,0,1,29,0,1,928,73,410,21,54,106,9,45,18,2,376,287,9.4
Jay Toia,146406,DI,DAL,5,0,0,,0,0,9,0,0,60.0,29.9,24.0,54.9,29.6,70.2,1,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,89,89,17,70,0,2,0,0,44,45,0,0,3,0,0,1,0,0,0,
Jaylin Smith,146422,CB,HST,4,1,0,100.0,0,0,13,0,0,65.2,68.7,76.0,,75.1,78.0,0,0,0,0,7,0.0,0,0,0,95.8,1,0,0,0,29,25,31,0,0,0,0,0,0,31,0,6,2,2,3,0,1,0,0,7,2,7.0
Calen Bullock,146424,S,HST,17,14,0,47.1,1,1,13,0,0,62.3,69.3,88.7,,86.5,81.9,0,0,0,4,35,8.3,6,6,2,49.9,16,0,0,148,2,646,992,3,0,0,3,0,763,989,0,346,76,10,52,0,34,0,2,233,35,14.6
Karene Reid,146447,LB,DEN,2,0,0,,0,0,10,0,0,,78.4,67.2,,72.8,72.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,4,0,1,2,0,0,0,0,0,0,
Cole Bishop,146454,S,BUF,17,17,0,57.7,0,0,4,0,0,73.7,70.6,44.3,62.8,64.1,60.8,0,3,0,3,30,13.8,12,4,3,37.0,15,2,0,275,2,498,896,56,0,0,56,0,449,840,20,378,113,13,58,3,26,5,0,165,72,11.0
Jonah Elliss,146458,ED,DEN,13,6,0,100.0,0,0,10,0,0,91.4,75.8,85.2,64.0,62.5,74.4,3,17,0,0,22,0.0,0,0,0,90.5,7,3,0,3,0,33,319,315,0,0,315,0,0,4,174,112,1,13,12,2,7,23,0,40,49,5.7
Jaden Hicks,146512,S,KC,17,6,1,75.9,0,0,16,0,0,59.0,62.2,53.2,70.9,68.6,48.2,1,1,0,0,24,18.4,7,1,2,116.5,22,1,0,228,2,313,445,18,0,0,18,0,98,427,17,115,98,12,25,0,29,3,2,196,110,8.9
Kiko Mauigoa,146521,LB,NYJ,12,16,0,71.4,1,0,22,0,0,31.7,42.7,36.4,59.8,59.3,41.0,0,2,0,0,13,16.7,8,0,2,110.1,10,0,0,265,2,120,328,39,0,0,39,0,0,289,32,176,22,11,24,0,14,2,1,83,54,8.3
Jeffrey Bassa,146552,LB,KC,4,1,0,75.0,0,1,16,0,0,84.6,85.7,74.0,,68.5,29.9,0,0,0,0,14,14.3,1,0,0,94.8,3,0,0,36,0,20,40,1,0,0,1,0,0,39,0,20,2,2,5,0,4,0,0,29,21,9.7
Kool-Aid McKinstry,146602,CB,NO,17,10,0,58.3,1,0,20,0,0,71.4,69.5,68.5,59.1,60.3,44.8,0,0,0,3,49,14.4,13,12,5,101.1,49,0,0,157,887,597,1075,5,0,0,5,0,1,1070,1,477,25,15,67,2,84,0,8,676,169,13.8
Terrion Arnold,146603,CB,DET,8,2,0,56.1,3,0,11,0,0,53.8,52.6,83.2,58.3,47.1,58.0,0,0,0,1,48,11.8,4,4,6,88.6,23,0,0,34,245,208,312,1,0,0,1,0,0,311,1,103,32,9,28,0,41,0,2,331,70,14.4
Dallas Turner,146604,ED,MIN,17,16,1,72.2,1,4,18,0,0,48.2,65.5,46.8,70.2,66.9,56.9,6,27,0,0,16,13.6,8,1,5,80.3,13,9,0,15,1,93,702,664,0,0,662,2,0,38,288,321,21,29,35,4,18,42,0,78,45,6.0
Donovan McMillon,146700,S,CLV,5,1,0,,0,0,8,0,0,62.0,59.9,71.5,72.5,51.4,30.0,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,6,0,10,23,1,0,0,1,0,15,22,1,12,1,1,0,0,0,1,0,0,0,
Jason Marshall Jr.,146704,CB,MIA,12,4,0,71.4,0,0,17,0,0,41.6,40.8,82.8,48.0,46.7,41.9,1,0,0,1,33,23.1,6,3,2,109.5,20,0,0,14,38,160,243,9,0,0,9,0,2,234,19,64,179,9,16,1,28,1,2,262,159,13.1
Jamon Johnson,146721,LB,GB,1,5,0,75.0,0,0,12,0,0,39.8,54.2,74.6,51.4,79.1,67.5,0,1,0,0,26,11.1,1,1,0,109.4,6,0,0,60,0,36,67,3,0,0,3,0,0,64,2,29,4,2,3,0,8,1,0,86,68,14.3
Smael Mondon Jr.,146725,LB,PHI,3,0,0,100.0,0,0,24,0,0,32.5,34.0,71.6,56.8,62.0,,0,0,0,0,34,,0,0,0,118.8,1,0,0,11,0,4,14,0,0,0,0,0,0,14,1,9,3,0,0,0,1,0,0,34,8,34.0
Javon Bullard,146726,S,GB,17,22,0,75.4,1,0,12,1,0,67.4,64.5,56.9,60.5,54.1,54.7,1,0,0,0,20,13.8,13,3,3,92.1,46,0,0,118,5,462,724,8,0,0,8,0,100,716,12,250,493,27,59,2,61,1,1,318,227,6.9
Kamari Lassiter,146727,CB,HST,16,19,0,57.0,2,0,13,0,0,72.9,75.9,66.4,63.4,83.0,71.6,1,2,0,4,39,7.1,7,10,6,75.6,49,0,0,96,804,614,958,3,0,0,3,0,2,955,8,336,53,33,73,7,86,3,5,538,167,11.0
Chaz Chambliss,146728,ED,MIN,4,0,0,100.0,0,0,18,0,0,49.0,61.5,76.3,72.9,63.8,72.4,0,0,0,0,4,0.0,0,0,0,122.9,1,1,0,4,0,7,25,17,0,0,17,0,0,8,2,16,4,1,1,0,1,1,1,4,5,4.0
Tyrion Ingram-Dawkins,146730,DI,MIN,14,4,1,,0,0,18,0,0,61.2,58.3,60.4,58.8,58.3,42.6,0,5,0,0,,18.8,3,0,1,0.0,0,1,0,0,0,4,250,249,1,16,97,135,0,1,72,174,0,7,9,1,0,6,0,0,0,
Maxwell Hairston,146746,CB,BUF,11,1,0,60.0,1,0,4,0,0,68.0,64.3,84.5,66.7,43.3,52.8,0,1,0,2,38,15.8,3,3,1,92.2,15,0,0,20,305,196,348,11,0,0,11,0,3,337,1,151,9,7,15,0,25,1,3,203,26,13.5
Trevin Wallace,146747,LB,CAR,12,12,0,79.5,0,0,5,0,0,64.5,56.4,83.9,64.2,43.3,57.5,2,1,0,0,32,12.9,8,2,0,109.1,31,2,0,544,2,321,624,18,0,0,18,0,1,606,49,254,59,16,42,3,39,5,2,237,171,7.6
Maason Smith,146774,DI,JAX,13,9,1,,0,0,15,0,0,57.3,49.1,9.7,61.3,51.8,48.9,0,11,0,0,,11.1,2,0,4,0.0,0,0,0,0,0,7,311,311,3,274,0,34,0,0,191,113,0,5,7,0,0,11,0,0,0,
Sai'vion Jones,146782,DI,DEN,3,0,0,,0,0,10,1,0,,64.7,76.2,60.0,65.5,26.3,0,2,0,0,,100.0,1,0,0,0.0,0,1,0,0,0,0,33,33,0,22,3,8,0,0,28,5,0,0,0,0,0,3,0,0,0,
Landon Jackson,146784,ED,BUF,3,0,0,,0,0,4,0,0,60.0,60.5,78.5,52.0,64.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,30,30,0,0,28,2,0,0,12,17,0,0,0,0,0,0,0,0,0,
Trey Washington,146822,S,IND,2,2,0,100.0,0,0,14,0,0,46.4,48.1,75.0,,66.2,41.8,0,0,0,0,14,25.0,1,0,1,105.6,3,0,0,8,1,22,36,3,0,0,3,0,20,33,0,14,4,0,1,0,3,0,0,28,22,9.3
Bam Martin-Scott,146904,LB,CAR,2,1,0,100.0,0,0,5,0,0,45.8,37.6,76.1,53.4,45.6,65.5,0,1,0,0,17,12.5,1,0,0,158.3,1,0,0,50,0,14,54,3,0,0,3,0,0,51,4,36,1,2,6,1,1,1,1,17,14,17.0
T.J. Sanders,146925,DI,BUF,12,3,1,0.0,1,0,4,0,0,58.8,39.9,41.7,51.3,41.7,63.0,1,11,0,0,,7.1,1,0,2,39.6,0,1,0,2,0,2,296,294,5,153,66,70,0,2,164,130,0,7,10,0,1,13,0,0,0,
Kamal Hadden,146931,CB,GB,2,0,0,100.0,0,0,12,0,0,60.8,67.6,75.5,,79.0,37.7,0,0,0,0,7,25.0,1,0,0,91.7,2,0,0,3,34,20,37,0,0,0,0,0,0,37,0,17,0,2,3,0,2,0,0,12,9,6.0
Byron Young,146932,ED,LA,17,20,0,84.6,1,1,26,0,0,60.9,85.0,71.3,83.4,79.3,73.8,18,33,0,0,46,6.4,5,0,2,100.0,11,13,0,11,1,128,854,822,0,0,822,0,0,32,410,316,20,48,53,3,13,64,0,104,71,9.5
Josaiah Stewart,147092,ED,LA,17,6,1,66.7,0,1,26,0,0,61.7,69.1,29.2,74.0,65.8,55.0,4,14,0,0,28,17.4,4,1,3,86.1,4,3,0,9,0,79,375,354,0,0,353,1,0,21,165,131,11,12,13,0,6,21,0,41,20,10.3
Daijahn Anthony,147537,S,CIN,2,1,0,,0,0,7,0,0,50.7,53.1,73.4,,65.8,80.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,22,32,1,0,0,1,0,20,31,0,10,5,0,2,0,0,0,0,0,0,
Johnathan Edwards,148086,CB,IND,10,3,0,63.0,2,0,14,0,0,38.9,39.7,84.1,,46.9,46.6,0,0,0,0,30,21.4,6,2,2,105.6,17,0,0,25,273,205,313,0,0,0,0,0,2,313,0,108,13,2,19,0,27,0,1,251,42,14.8
Cam'Ron Silmon-Craig,150938,S,JAX,2,0,0,100.0,0,0,15,0,0,58.2,56.8,70.1,57.3,60.0,77.5,0,0,0,0,12,0.0,0,0,0,116.7,1,0,0,5,0,18,21,0,0,0,0,0,15,21,2,1,1,0,2,0,1,0,0,12,3,12.0
Mike Green,151084,ED,BLT,17,9,0,100.0,0,0,3,1,0,28.7,46.3,87.7,55.5,47.1,58.1,10,20,0,0,38,16.7,7,0,0,147.7,9,4,0,17,0,40,713,696,0,2,691,3,0,17,399,274,0,21,26,4,9,34,1,95,86,10.6
