player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Dre'Mont Jones,28075,ED,BLT,18,2,0.5,100.0,4.5,10.5,10.5,1,0,0,0.0,3,55.3,64.7,40.3,69.6,57.9,63.8,0,9,12.5,1,0,5,95.8,2,24,531,11,5,2,0,14,13,0.7,7.0
Malik Harrison,28081,LB,PIT,11,0,6.1,100.0,87.5,11.0,11.0,0,0,0,0.0,25,46.9,57.6,79.4,80.6,62.5,40.5,0,18,26.7,4,0,0,107.5,10,119,136,3,11,10,0,98,37,0.9,9.8
Jerome Baker,28091,LB,CLV,17,1,1.7,88.9,86.3,10.8,9.6,0,0,0,0.0,8,69.1,69.8,76.6,77.7,62.8,73.6,0,19,0.0,0,0,0,99.5,8,88,102,5,10,9,0,71,59,0.8,8.9
Neville Gallimore,28094,DI,IND,17,2,-1.0,100.0,0.4,1.0,1.0,0,0,0,0.0,14,58.6,56.6,71.8,70.2,45.8,34.9,0,3,16.7,1,0,1,79.2,1,1,260,3,3,1,0,3,4,3.0,3.0
Tremon Smith,28196,CB,HST,9,3,18.1,60.0,100.0,12.4,7.5,0,0,1,6.7,13,50.3,54.5,81.6,,76.5,73.3,0,66,6.7,1,1,0,123.8,9,119,119,4,11,15,1,178,46,1.6,19.8
Troy Dye,28251,LB,LAC,16,0,4.5,80.8,86.8,10.8,8.7,0,0,3,11.5,27,47.2,61.0,47.9,70.1,74.5,36.4,0,37,32.1,9,3,1,116.3,21,243,280,5,19,26,1,230,147,1.0,11.0
Brenden Schooler,28253,S,NE,5,0,8.7,66.7,93.1,13.5,9.0,0,0,0,0.0,19,42.6,29.9,0.0,55.9,40.1,40.8,0,3,0.0,0,0,1,70.1,2,27,29,1,3,3,0,6,0,0.2,3.0
DeShon Elliott,28854,S,PIT,5,5,6.0,72.2,93.4,13.1,9.4,0,0,1,5.6,25,60.7,68.0,26.1,78.3,79.0,69.1,1,59,9.1,2,1,1,97.7,13,184,197,3,15,18,1,173,113,1.0,13.3
Jack Jones,29050,CB,MIA,17,10,11.2,64.8,99.1,15.4,10.0,2,0,6,11.1,17,54.7,60.2,68.0,84.9,77.8,36.4,1,36,13.3,8,1,9,112.7,35,572,577,13,42,54,6,354,149,0.7,10.1
Germaine Pratt,29407,LB,IND,16,9,6.3,66.2,87.9,10.1,6.7,0,1,6,9.2,14,57.5,62.6,88.2,55.8,66.8,81.5,1,30,6.6,4,5,1,97.1,43,457,520,12,48,65,4,403,198,0.9,9.4
Chris Board,29456,LB,NYG,1,0,1.0,100.0,83.3,5.0,5.0,0,0,0,0.0,21,78.4,73.9,68.5,60.0,57.8,76.1,0,3,0.0,0,0,0,79.2,1,5,6,1,1,1,0,3,2,0.6,3.0
Logan Wilson,29623,LB,DAL,15,6,5.1,75.0,95.4,9.5,7.2,0,0,3,6.8,9,47.6,52.5,84.0,80.4,56.0,66.0,0,22,10.0,4,3,0,118.3,33,332,348,5,30,44,3,327,234,1.0,9.9
Andrew Van Ginkel,30267,ED,MIN,12,4,4.1,73.9,43.8,7.5,5.5,0,0,3,13.0,18,81.5,70.5,74.9,66.8,57.1,36.5,1,23,19.2,5,3,1,72.9,17,135,308,17,17,23,0,151,117,1.2,8.9
T.J. Edwards,30737,LB,CHI,10,6,5.7,77.1,89.3,10.5,8.1,0,1,3,8.6,6,68.6,71.8,83.8,60.7,70.1,75.8,1,42,10.7,3,3,0,119.7,27,300,336,12,19,35,3,308,152,1.1,11.4
Dane Jackson,32989,CB,BUF,1,0,,,100.0,,,0,0,0,,4,60.0,62.0,66.1,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Mike Hughes,34057,CB,ATL,12,3,13.0,56.1,100.0,10.4,5.8,0,0,3,4.5,2,59.8,58.6,57.7,,54.7,61.2,1,52,7.3,3,3,2,84.5,37,406,406,13,35,66,3,426,88,1.1,11.5
Kendall Sheffield,34105,CB,MIA,2,0,3.0,100.0,100.0,15.0,15.0,0,0,0,0.0,17,75.7,56.9,72.8,,47.4,73.0,0,6,0.0,0,0,0,91.7,1,16,16,1,1,1,0,6,3,0.4,6.0
Darnell Savage,34247,S,BUF,12,2,10.0,70.0,98.2,11.3,7.9,0,0,2,10.0,4,46.2,45.3,82.7,55.1,53.0,53.4,0,24,12.5,2,2,0,126.0,14,168,171,2,12,20,3,125,56,0.8,8.9
Zayne Anderson,34622,S,GB,3,0,13.0,50.0,100.0,12.0,6.0,0,0,0,0.0,12,49.3,49.5,74.3,,61.2,,0,4,,0,0,0,56.3,1,13,13,0,0,2,0,4,6,0.3,4.0
Zack Baun,34632,LB,PHI,16,7,5.0,65.6,88.1,13.3,8.7,0,1,5,8.2,24,83.9,82.7,69.2,80.4,70.7,62.7,2,20,11.5,6,4,1,73.2,40,560,636,18,39,61,2,281,164,0.5,7.0
Akeem Davis-Gaither,34788,LB,ARZ,17,7,5.1,79.4,90.9,7.3,5.8,1,0,3,4.8,1,36.5,49.9,85.5,54.5,66.9,55.9,1,30,14.0,7,2,1,122.4,50,390,429,10,36,63,5,543,325,1.5,10.9
Jamel Dean,34918,CB,TB,14,4,13.2,46.3,99.1,16.8,7.8,1,0,7,13.0,30,75.9,80.6,57.9,99.9,63.5,73.7,3,56,5.9,2,1,4,47.7,25,443,447,8,28,54,1,311,105,0.7,12.4
Josh Butler,35097,CB,DAL,1,0,5.0,100.0,92.3,10.0,10.0,0,0,0,0.0,9,50.0,56.8,74.4,59.1,74.3,49.4,0,6,0.0,0,0,0,91.7,1,12,13,0,3,1,0,6,1,0.6,6.0
Trevis Gipson,35241,ED,CAR,13,2,2.0,50.0,4.8,6.0,3.0,0,0,0,0.0,5,52.5,57.6,85.4,53.5,61.3,29.1,0,8,25.0,1,0,0,60.4,1,6,126,1,1,2,0,8,7,1.3,8.0
Blake Cashman,35413,LB,MIN,13,18,5.3,74.2,71.3,12.2,9.0,1,0,1,3.2,18,48.6,63.5,63.2,58.9,75.3,83.2,0,30,3.8,2,1,2,101.9,23,295,414,7,33,31,0,283,187,1.0,12.3
Darrell Taylor,36001,ED,HST,4,0,,,5.0,,,0,0,0,,13,60.0,47.9,0.0,55.9,57.6,20.7,0,,,0,0,1,0.0,0,1,20,0,0,0,0,0,0,0.0,
Quinton Bell,37468,ED,MIA,5,0,2.5,50.0,24.0,17.0,8.5,0,0,0,0.0,17,74.4,58.6,32.5,54.5,59.5,30.7,0,2,66.7,2,0,1,56.3,1,18,75,1,1,2,0,2,3,0.1,2.0
Troy Reeder,38268,LB,LA,6,0,4.0,50.0,98.0,11.5,5.8,0,0,2,25.0,26,77.5,73.9,75.6,59.4,61.0,64.4,0,12,0.0,0,2,0,97.4,4,48,49,2,3,8,1,27,22,0.6,6.8
Camryn Bynum,38408,S,IND,17,4,8.3,71.0,96.7,29.0,20.6,0,0,4,12.9,14,67.7,70.8,88.6,57.8,77.0,89.2,4,32,6.3,3,3,0,66.3,22,675,698,6,41,31,1,252,124,0.4,11.5
Cameron Goode,38410,ED,MIA,8,0,-1.0,100.0,18.8,11.0,11.0,0,0,0,0.0,17,68.2,64.1,80.8,46.3,76.6,77.6,0,5,0.0,0,0,0,87.5,1,12,64,0,3,1,0,5,6,0.5,5.0
Eric Wilson,38587,LB,MIN,17,3,4.5,74.5,62.6,7.5,5.6,0,0,0,0.0,18,36.5,62.0,75.3,70.2,72.9,47.6,0,27,26.3,10,0,1,99.6,38,301,481,16,25,51,1,354,174,1.2,9.3
Joe Giles-Harris,39382,LB,CIN,4,0,4.1,57.1,100.0,5.3,3.0,0,1,2,28.6,7,89.8,86.7,71.0,,60.7,80.0,0,9,0.0,0,2,0,65.8,4,22,22,3,4,7,0,27,19,1.3,6.8
L'Jarius Sneed,40588,CB,TEN,7,0,14.1,61.9,99.5,14.4,8.9,2,0,3,14.3,31,49.5,50.4,35.1,58.5,59.7,47.6,0,40,18.8,3,1,6,137.7,13,203,204,1,13,21,3,224,58,1.2,17.2
Alohi Gilman,41662,S,BLT,17,7,7.8,65.9,98.1,23.7,15.6,0,1,9,22.0,3,72.0,70.3,27.8,58.0,71.7,51.4,0,52,16.7,9,6,3,114.2,27,674,687,6,38,41,2,403,225,0.6,14.9
Trevon Diggs,41817,CB,GB,9,1,14.0,76.2,99.6,16.6,12.7,1,0,0,0.0,12,65.9,59.8,10.9,40.3,44.5,59.9,0,35,4.8,1,0,3,157.2,16,283,284,9,19,21,3,286,78,1.1,17.9
Divine Deablo,42208,LB,ATL,13,4,4.7,67.6,89.6,17.5,11.8,1,0,7,20.6,2,78.6,77.8,54.2,65.0,71.3,70.6,0,21,13.8,4,7,2,82.6,23,430,480,6,21,34,0,197,125,0.5,8.6
Amen Ogbongbemiga,42449,LB,CHI,3,1,8.0,80.0,78.9,6.8,5.4,0,0,1,20.0,6,44.6,55.7,75.0,49.4,70.2,55.1,0,13,16.7,1,1,0,92.5,4,30,38,1,4,5,0,31,17,1.1,7.8
K'Von Wallace,42467,S,HST,2,0,13.0,50.0,97.4,23.3,11.7,0,1,0,0.0,13,63.1,70.1,78.8,59.1,83.3,73.7,0,9,14.3,1,0,1,56.3,3,74,76,4,6,6,0,17,4,0.2,5.7
Antoine Winfield Jr.,42475,S,TB,17,6,10.9,67.6,90.5,25.7,17.4,0,0,6,17.6,30,74.3,74.4,87.0,82.4,60.5,90.4,2,53,1.7,1,6,0,91.3,23,620,685,11,51,34,2,308,95,0.5,13.4
Tomon Fox,42486,ED,NYG,8,1,,,5.9,,,0,0,0,,21,63.6,56.4,80.2,53.0,57.3,74.4,0,,0.0,0,0,0,0.0,0,2,34,0,0,0,0,0,0,0.0,
Daniel Thomas,42544,S,DET,6,0,12.3,75.0,98.4,19.7,14.8,0,0,1,25.0,11,71.0,75.8,78.3,58.5,71.6,65.9,0,26,0.0,0,1,0,137.5,3,63,64,1,6,4,1,32,5,0.5,10.7
Krys Barnes,42548,LB,CAR,3,1,4.9,72.7,87.3,7.8,5.6,0,0,0,0.0,5,32.3,43.9,77.4,59.6,63.3,67.3,0,19,10.0,1,0,0,94.9,8,62,71,2,8,11,0,85,79,1.4,10.6
Justin Strnad,42659,LB,DEN,15,5,3.8,86.4,79.6,14.5,12.5,0,0,1,4.5,10,73.8,75.3,83.7,72.5,64.7,73.1,1,47,14.3,2,1,0,91.5,19,301,378,9,7,22,0,231,158,0.8,12.2
Chauncey Golston,42718,ED,NYG,9,0,7.0,100.0,9.0,9.0,9.0,0,0,0,0.0,21,56.3,64.4,86.1,54.6,72.4,66.0,0,11,,0,0,0,112.5,1,9,100,1,0,1,0,11,4,1.2,11.0
Nick Bosa,42741,ED,SF,3,1,,,1.4,,,0,0,0,,28,71.8,85.8,84.7,79.6,65.6,78.6,0,,0.0,0,0,0,0.0,0,1,71,3,1,0,0,0,0,0.0,
Osa Odighizuwa,42754,DI,DAL,17,2,,,1.4,,,2,0,0,,9,59.9,65.9,44.1,71.5,58.9,71.9,0,,0.0,0,0,5,0.0,0,6,426,3,0,0,0,0,0,0.0,
Chase Lucas,42833,CB,SF,6,1,2.8,63.6,93.8,10.1,6.5,1,1,1,9.1,28,46.6,49.0,0.0,87.4,61.3,23.7,0,16,57.1,4,1,2,77.1,7,76,81,1,2,11,0,58,44,0.8,8.3
Curtis Robinson,42871,LB,SF,7,6,3.1,85.7,89.0,7.4,6.4,0,0,1,4.8,28,57.2,52.2,81.6,45.4,51.1,39.8,0,18,11.5,3,1,0,111.5,18,146,164,6,17,21,1,146,93,1.1,8.1
Kristian Fulton,42894,CB,KC,8,0,13.6,50.0,99.2,15.3,7.6,0,0,5,31.3,16,67.6,60.4,81.9,60.0,34.9,32.6,0,35,10.0,1,4,0,78.9,8,125,126,4,9,16,0,135,33,1.1,16.9
Rashan Gary,42905,ED,GB,16,0,1.0,100.0,1.9,7.0,7.0,0,0,0,0.0,12,62.7,68.3,78.3,60.7,71.9,66.7,0,5,75.0,3,0,1,87.5,1,8,423,8,1,1,0,5,4,0.7,5.0
Khalid Kareem,42993,ED,ATL,4,0,,,5.3,,,0,0,0,,2,61.6,67.5,78.7,68.2,59.4,58.6,0,,100.0,1,0,0,0.0,0,2,38,0,0,0,0,0,0,0.0,
Jonathon Cooper,43021,ED,DEN,17,0,0.9,71.4,14.1,12.0,8.6,3,0,1,14.3,10,62.5,66.4,45.5,66.0,66.1,58.7,0,13,37.5,3,0,5,89.6,5,67,475,10,5,7,0,47,36,0.8,9.4
Charvarius Ward,43034,CB,IND,7,0,12.4,56.8,99.7,12.8,7.2,0,1,8,21.6,14,77.4,77.1,45.3,60.0,73.7,45.7,0,39,25.0,5,7,2,81.6,21,289,290,4,15,37,0,286,116,1.1,13.6
Brandon Jones,43049,S,DEN,14,11,12.4,56.3,95.4,28.9,16.3,0,0,4,12.5,10,60.6,64.3,34.3,62.9,75.7,71.0,1,44,8.7,4,3,3,75.3,18,563,590,5,31,32,1,222,62,0.4,12.3
Devin White,43089,LB,LV,17,13,4.0,79.0,87.9,6.3,5.0,0,0,4,3.8,23,36.1,40.7,37.6,69.0,47.0,54.0,1,39,10.9,10,3,4,92.5,83,554,630,28,69,105,1,671,426,1.3,8.1
Jeremy Chinn,43179,S,LV,15,11,4.9,77.6,95.0,13.1,10.1,0,0,3,6.1,23,62.7,66.7,87.7,60.0,69.5,70.3,0,43,10.2,6,2,1,135.1,38,528,556,10,42,49,7,339,201,0.7,8.9
Mack Wilson Sr.,43190,LB,ARZ,8,3,5.2,75.0,91.0,9.8,7.4,0,1,2,5.0,1,59.8,60.1,83.8,80.6,52.4,41.9,1,26,14.7,5,2,1,90.5,30,312,343,9,26,40,1,269,146,0.9,9.0
Joe Bachie,43250,LB,TEN,5,2,5.4,100.0,88.8,4.4,4.4,1,0,0,0.0,31,46.6,45.4,0.0,72.4,52.5,72.8,0,29,7.7,1,0,2,107.4,17,79,89,6,10,17,0,166,75,2.2,9.8
Damar Hamlin,43291,S,BUF,1,0,23.0,0.0,90.0,,9.0,0,0,0,0.0,4,47.5,42.8,70.3,56.8,60.0,,0,,,0,0,0,39.6,0,9,10,0,0,1,0,0,0,0.0,
Myles Bryant,43336,S,HST,8,5,6.6,75.0,98.3,14.4,10.8,0,0,1,5.0,13,59.0,63.9,82.1,66.9,74.5,64.1,0,34,8.3,2,0,0,124.0,15,230,234,7,17,20,2,125,44,0.6,8.3
Josh Metellus,43395,S,MIN,14,8,9.4,66.0,95.1,13.8,9.1,0,0,3,6.4,18,46.8,55.6,63.4,72.6,68.9,73.4,2,40,2.6,1,3,2,105.8,31,448,471,10,30,47,5,350,130,0.8,11.3
Alex Highsmith,43507,ED,PIT,13,1,4.2,69.2,17.0,7.1,4.9,0,0,2,15.4,25,56.4,82.9,49.7,79.6,82.1,68.1,0,26,40.0,4,2,3,85.4,9,67,394,12,5,13,0,80,47,1.3,8.9
William Kwenkeu,43510,LB,BLT,1,0,8.0,100.0,50.0,1.0,1.0,0,0,0,0.0,3,60.0,36.8,64.0,60.0,,,0,1,,0,0,0,118.8,1,1,2,0,0,1,1,1,0,1.0,1.0
Darrell Baker Jr.,43542,CB,TEN,14,4,12.8,72.4,100.0,10.0,7.2,1,1,8,13.8,31,54.0,54.9,86.1,,55.5,47.9,0,60,13.0,6,5,4,135.8,42,443,443,12,36,58,5,621,195,1.5,14.8
Sam Franklin Jr.,43580,S,BUF,2,0,,,75.0,,,0,0,0,,4,64.3,67.7,94.8,60.0,61.8,73.3,0,,,0,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
Jake Hansen,43645,LB,HST,2,0,,,100.0,,,0,0,0,,13,63.7,77.1,68.2,,69.4,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Jeffery Simmons,43742,DI,TEN,15,0,,,1.3,,,2,0,0,,31,69.9,88.3,15.1,91.4,66.2,48.0,0,,45.5,5,0,10,0.0,0,6,471,15,6,0,0,0,0,0.0,
Derrick Brown,43883,DI,CAR,17,4,,,0.9,,,0,1,0,,5,67.0,74.5,69.9,72.0,66.3,70.2,0,,0.0,0,0,2,0.0,0,4,454,9,6,0,0,0,0,0.0,
Pat Jones II,43974,ED,CAR,4,0,5.0,100.0,8.2,4.0,4.0,0,0,0,0.0,5,31.4,62.4,82.5,61.3,73.4,63.5,0,27,50.0,1,0,0,118.8,2,9,110,1,1,2,0,39,29,4.9,19.5
Byron Murphy Jr.,44027,CB,MIN,17,4,8.7,71.4,97.6,12.7,9.1,2,0,5,8.9,18,59.8,58.5,31.3,46.7,61.3,52.1,2,30,12.2,6,4,9,96.1,40,534,547,14,39,56,3,424,169,0.8,10.6
Benito Jones,44035,DI,MIA,14,0,,,1.8,,,0,0,0,,17,57.8,47.0,60.4,58.4,45.9,28.4,0,,0.0,0,0,2,0.0,0,2,112,1,1,0,0,0,0,0.0,
Nnamdi Madubuike,44304,DI,BLT,2,0,,,2.6,,,0,0,0,,3,60.2,73.5,28.3,71.7,69.9,72.2,0,,,0,0,1,0.0,0,2,76,2,0,0,0,0,0,0.0,
Boogie Basham,44320,ED,CAR,3,1,,,11.1,,,0,0,0,,5,79.5,68.8,76.9,63.1,57.8,49.8,0,,0.0,0,0,0,0.0,0,2,18,0,1,0,0,0,0,0.0,
Naquan Jones,44363,DI,HST,11,0,,,1.0,,,0,0,0,,13,59.7,34.3,0.0,59.3,35.9,29.4,0,,0.0,0,0,3,0.0,0,1,96,3,3,0,0,0,0,0.0,
Kyzir White,44485,LB,TEN,1,0,5.0,0.0,85.7,,6.0,0,0,0,0.0,31,66.4,46.1,73.1,58.9,41.3,31.7,0,,0.0,0,0,0,39.6,0,6,7,0,1,1,0,0,0,0.0,
Brian Burns,44522,ED,NYG,17,3,2.5,100.0,14.4,6.5,6.5,0,0,0,0.0,21,83.1,75.8,90.2,71.5,59.8,57.8,0,36,17.4,4,0,1,109.5,11,79,550,26,16,11,0,113,85,1.6,10.3
D.J. Wonnum,44550,ED,CAR,16,1,2.7,57.1,12.7,13.0,7.4,0,0,0,0.0,5,56.4,54.5,87.2,49.4,60.6,48.3,1,19,60.0,6,0,0,35.1,4,53,417,4,3,7,0,42,33,0.8,10.5
Jonah Williams,44597,DI,NO,15,1,,,0.6,,,0,0,0,,20,62.3,41.6,64.0,58.1,34.3,40.8,0,,0.0,0,0,1,0.0,0,1,163,5,2,0,0,0,0,0.0,
Leki Fotu,44614,DI,HST,8,0,,,1.3,,,0,0,0,,13,60.0,46.6,83.8,52.5,46.6,29.0,0,,,0,0,0,0.0,0,1,79,1,0,0,0,0,0,0.0,
Terrell Burgess,45255,S,NO,15,1,23.0,40.0,98.3,27.5,11.0,0,1,4,80.0,20,71.4,79.5,79.4,59.0,80.1,76.3,0,29,16.7,1,4,0,68.8,2,58,59,1,4,5,0,40,9,0.7,20.0
Jordan Fuller,45326,S,ATL,4,0,,,100.0,,,0,0,0,,2,53.0,60.5,70.8,,70.1,29.3,0,,50.0,1,0,0,0.0,0,7,7,0,1,0,0,0,0,0.0,
Brandon Stephens,45644,CB,NYJ,16,4,10.6,67.1,99.1,11.6,7.8,0,1,8,11.4,22,63.0,67.1,88.4,62.0,75.7,72.2,0,46,8.9,4,6,3,126.4,47,583,588,12,37,70,8,509,164,0.9,10.8
Da'Shawn Hand,48386,DI,LAC,13,1,5.0,0.0,2.2,,6.0,0,0,0,0.0,27,65.3,58.7,54.9,55.8,60.4,67.0,1,,25.0,1,0,2,0.0,0,6,269,3,2,1,0,0,0,0.0,
Jalyn Holmes,48400,DI,WAS,10,1,,,0.9,,,0,0,0,,32,57.3,57.9,85.9,51.4,61.7,60.2,0,,0.0,0,0,0,0.0,0,1,114,0,0,0,0,0,0,0.0,
Kentavius Street,48404,DI,ATL,7,0,,,0.9,,,0,0,0,,2,63.3,53.4,82.9,56.4,49.9,66.7,0,,,0,0,0,0.0,0,1,110,2,0,0,0,0,0,0.0,
Anthony Nelson,48405,ED,TB,15,4,3.7,90.0,24.0,6.2,5.6,0,0,0,0.0,30,59.1,65.5,88.2,71.9,51.9,50.5,1,26,21.4,3,0,0,104.6,9,58,242,3,7,10,1,106,73,1.9,11.8
Jonathan Greenard,48407,ED,MIN,12,1,0.3,77.8,19.4,8.7,6.8,1,0,0,0.0,18,47.8,74.3,27.5,77.8,77.8,29.2,0,29,58.3,7,0,5,97.7,7,65,335,6,4,9,0,67,72,1.1,9.6
Mike Danna,48415,ED,KC,15,1,0.7,100.0,6.3,4.3,4.3,0,0,0,0.0,16,59.7,57.4,88.9,56.7,55.0,64.4,1,15,0.0,0,0,0,63.2,3,13,205,2,2,3,0,26,24,2.0,8.7
Tyquan Lewis,48475,ED,IND,13,2,-3.5,100.0,6.6,6.5,6.5,1,0,0,0.0,14,55.8,46.1,44.0,51.4,49.4,39.4,0,10,50.0,2,0,3,95.8,2,15,227,3,0,2,0,14,21,1.1,7.0
Carl Granderson,48500,ED,NO,17,1,2.6,80.0,23.2,8.1,6.5,0,0,1,6.7,20,68.5,65.7,59.5,61.5,65.2,43.1,1,32,26.7,4,1,3,95.3,12,102,440,13,10,15,1,123,95,1.3,10.3
Bradley Chubb,48526,ED,MIA,17,1,9.7,100.0,14.2,6.0,6.0,0,0,0,0.0,17,30.0,54.6,77.4,60.4,57.3,28.8,0,34,66.7,12,0,3,118.8,10,65,458,8,5,10,0,172,75,2.9,17.2
Dorance Armstrong,48557,ED,WAS,7,0,2.0,100.0,2.7,2.0,2.0,0,0,0,0.0,32,49.2,77.6,56.7,71.2,77.5,82.3,0,9,0.0,0,0,1,95.8,2,4,147,8,3,2,0,14,10,3.5,7.0
Harold Landry III,48600,ED,NE,15,4,3.7,66.7,10.6,24.0,16.0,0,0,0,0.0,19,81.4,71.0,62.4,60.4,60.9,62.3,0,9,10.5,2,0,3,78.5,2,48,453,17,13,3,0,15,3,0.3,7.5
Roy Lopez,48676,DI,DET,17,0,,,0.4,,,0,0,0,,11,64.1,68.8,54.4,63.9,68.9,53.7,0,,50.0,1,0,2,0.0,0,1,239,2,1,0,0,0,0,0.0,
Daron Payne,48698,DI,WAS,15,1,,,0.5,,,0,0,1,,32,72.0,60.8,73.4,64.5,49.0,29.8,0,,0.0,0,1,1,0.0,0,2,373,7,4,0,0,0,0,0.0,
Greg Gaines,48706,DI,TB,17,0,,,0.9,,,0,0,0,,30,57.2,48.2,48.9,53.1,51.1,49.7,0,,,0,0,2,0.0,0,2,211,2,0,0,0,0,0,0.0,
Taven Bryan,48753,DI,BLT,5,0,,,4.3,,,0,0,0,,3,62.7,45.1,80.5,52.2,38.2,26.2,0,,100.0,1,0,0,0.0,0,3,69,0,0,0,0,0,0,0.0,
Daniel Ekuale,48874,DI,PIT,7,0,,,2.3,,,0,0,0,,25,60.0,73.3,79.2,70.2,66.6,32.9,0,,,0,0,0,0.0,0,1,44,0,0,0,0,0,0,0.0,
Poona Ford,48875,DI,LA,17,2,,,0.4,,,0,0,0,,26,63.1,86.2,87.4,76.2,78.8,44.1,0,,57.1,4,0,0,0.0,0,1,282,3,1,0,0,0,0,0.0,
Vita Vea,48956,DI,TB,17,1,,,3.1,,,1,0,0,,30,56.9,71.8,68.6,77.0,60.8,30.0,0,,85.7,6,0,2,0.0,0,16,518,4,0,0,0,0,0,0.0,
Tim Settle,48966,DI,HST,12,1,,,0.9,,,0,0,0,,13,60.9,71.5,49.6,78.2,61.3,27.5,0,,50.0,2,0,2,0.0,0,2,217,2,1,0,0,0,0,0.0,
Nick Scott,49012,S,CAR,17,10,12.1,77.8,99.7,26.9,20.9,0,0,2,7.4,5,67.3,67.8,43.0,74.8,69.3,68.4,1,54,10.4,7,1,3,115.7,21,588,590,6,50,27,1,338,127,0.6,16.1
Josh Woods,49023,LB,ATL,2,0,2.5,100.0,100.0,3.5,3.5,0,0,0,0.0,2,63.8,63.9,72.4,,60.4,46.4,0,24,25.0,1,0,0,118.8,2,7,7,3,3,2,0,30,25,4.3,15.0
Justin Reid,49048,S,NO,15,3,5.7,75.8,97.1,16.9,12.8,0,0,2,6.1,20,59.2,66.7,61.9,75.2,77.0,57.0,1,18,10.8,4,2,2,84.9,25,442,455,10,30,33,1,176,124,0.4,7.0
Tre Flowers,49059,CB,PIT,2,0,,,100.0,,,0,0,0,,25,66.3,66.7,71.7,,60.0,,0,,,0,0,0,0.0,0,11,11,0,0,0,0,0,0,0.0,
Jalen Thompson,49116,S,ARZ,15,9,10.4,65.2,97.5,18.2,11.9,0,2,6,13.0,1,69.2,69.1,84.3,60.5,64.7,85.9,0,30,5.1,3,5,1,98.4,30,582,597,6,47,46,2,303,120,0.6,10.1
Jessie Bates III,49162,S,ATL,17,9,9.3,69.2,98.4,22.8,15.8,0,0,2,5.1,2,59.6,64.5,62.4,66.6,73.5,84.3,3,33,6.5,3,2,1,100.6,27,656,667,9,34,39,4,362,143,0.6,13.4
Elijah Campbell,49190,S,MIA,3,0,6.0,100.0,90.0,9.0,9.0,0,0,0,0.0,17,35.0,29.8,71.2,60.0,60.0,24.2,0,17,100.0,2,0,0,118.8,1,9,10,0,0,1,0,17,11,1.9,17.0
Ronnie Harrison,49206,LB,ATL,10,1,4.0,76.9,88.7,13.3,10.2,0,0,0,0.0,2,52.0,62.3,25.7,77.7,71.7,40.5,0,18,42.9,6,0,1,124.8,10,141,159,5,7,13,1,103,74,0.8,10.3
Demetrius Flannigan-Fowles,49231,LB,NYG,7,5,5.1,82.4,89.6,8.1,6.7,0,0,0,0.0,21,48.9,47.7,80.0,68.1,47.4,55.1,0,21,7.7,1,0,0,102.2,14,121,135,5,7,17,0,145,67,1.3,10.4
Andrew Wingard,49268,S,JAX,16,8,9.4,65.1,91.8,20.3,13.2,0,0,6,14.0,15,48.1,58.1,87.9,57.0,81.2,58.9,1,61,20.8,11,4,2,90.6,28,608,662,6,34,43,2,293,111,0.5,10.5
Carlton Davis III,49335,CB,NE,17,10,11.7,61.8,98.8,12.8,7.9,0,1,11,16.2,19,65.1,67.8,86.8,45.9,77.8,73.5,0,36,10.9,6,10,9,99.3,42,572,579,14,39,68,4,427,129,0.8,10.2
Kindle Vildor,49346,CB,TB,7,0,10.2,72.2,100.0,8.8,6.4,0,0,2,11.1,30,56.8,59.3,81.8,,72.1,76.8,1,21,8.3,1,1,0,94.4,13,124,124,3,11,18,1,159,39,1.4,12.2
Jaire Alexander,49350,CB,PHI,2,1,17.2,100.0,100.0,8.0,8.0,0,0,0,0.0,24,31.0,36.9,77.7,,72.6,54.3,0,32,16.7,1,0,1,118.8,5,43,43,1,4,5,0,116,30,2.9,23.2
Isaac Yiadom,49355,CB,NO,6,1,11.9,75.0,100.0,7.8,5.8,0,0,0,0.0,20,54.9,50.3,80.9,,29.7,62.3,0,29,8.3,1,0,1,101.3,12,99,99,4,10,16,0,141,43,1.5,11.8
Chris Lammons,49368,CB,IND,4,0,7.2,69.2,95.6,9.1,6.3,0,0,2,15.4,14,80.6,74.3,79.1,69.2,41.5,57.3,1,11,22.2,2,1,0,40.2,9,87,91,2,7,13,0,34,21,0.4,3.8
C.J. Gardner-Johnson,49371,S,CHI,13,3,7.0,71.4,90.7,10.1,7.2,2,0,4,7.1,6,45.6,51.6,60.8,61.2,65.5,42.3,2,46,23.3,10,2,3,97.4,40,430,474,9,30,56,3,441,200,1.1,11.0
